Identifier, Size, 1B1, 1B2, 1B3, 1B4, 1B5
B4U62_RS21910, 631.3, , , , , 
B4U62_RS21915, 460.0, , , , , 
B4U62_RS21920, 372.7, , , , , 
B4U62_RS21925, 456.0, , , , , 
B4U62_RS21930, 526.0, , , , , 
B4U62_RS21935, 389.0, , , , , 
B4U62_RS21940, 558.0, , , , , 
B4U62_RS21950, 1161.3, , , , , 
B4U62_RS21955, 208.7, , , , , 
B4U62_RS21960, 435.0, , , , , 
B4U62_RS21965, 692.7, , , , , 
B4U62_RS21970, 1706.7, , , , , 
B4U62_RS21975, 824.7, , , , , 
B4U62_RS21980, 1136.7, , , , , 
B4U62_RS21985, 456.3, , , , , 
B4U62_RS21990, 358.3, , , , , 
B4U62_RS21995, 802.7, , , , , 
B4U62_RS22000, 662.7, , , , , 
B4U62_RS22005, 232.3, , , , , 
B4U62_RS22010, 437.7, , , , , 
B4U62_RS22015, 329.7, , , , , 
B4U62_RS22020, 982.3, 800:1:0.015873, , , , 
B4U62_RS22025, 1618.7, 400:3:0.463918;700:1:0;600:1:0.0243902;500:1:0;600:1:0.0294118;400:3:0.0571429;400:3:0.142857;500:3:0.0833333;700:1:0.0277778, , 600:3:0.0689655, 400:3:0.0810811;400:1:0.0140845, 
B4U62_RS22030, 257.0, , , , , 
B4U62_RS22035, 912.7, , , , , 
B4U62_RS22040, 578.0, , , , , 
B4U62_RS22045, 678.3, , , , , 
B4U62_RS22050, 698.7, , , , , 
B4U62_RS22055, 446.0, , , , , 
B4U62_RS22060, 777.3, , , , , 
B4U62_RS22065, 594.7, , , , , 
B4U62_RS22070, 1521.3, , , , , 
B4U62_RS22075, 1197.0, , , , , 
B4U62_RS22080, 499.7, , , , , 
B4U62_RS22085, 718.0, , , , , 
B4U62_RS22090, 376.3, , , , , 
B4U62_RS22095, 206.0, , , , , 
B4U62_RS22100, 719.3, , , , , 
B4U62_RS22110, 169.0, , , , , 
B4U62_RS22120, 943.3, , , , , 
B4U62_RS22125, 642.0, , , , , 
B4U62_RS22130, 24.7, , , , , 
B4U62_RS22135, 219.0, , , , , 
B4U62_RS22155, 280.7, , , , , 
B4U62_RS22165, 919.0, , , , , 
B4U62_RS22175, 3784.7, , , 800:3:0.102679, , 
B4U62_RS22185, 508.7, , , , , 
B4U62_RS22190, 332.0, , , , , 
B4U62_RS22210, 118.7, , , , , 
B4U62_RS22215, 900.0, , , , , 
B4U62_RS22220, 549.3, , , , , 
B4U62_RS22225, 578.7, , , , , 
B4U62_RS22230, 1009.0, , , , , 
B4U62_RS22250, 154.0, , , , , 
B4U62_RS22255, 32.3, , , , , 
B4U62_RS22265, 827.3, , , , , 
B4U62_RS22295, 270.3, , , , , 
B4U62_RS22300, 167.0, , , , , 
B4U62_RS22305, 253.0, , , , , 
B4U62_RS22320, 272.3, , , , , 
B4U62_RS22325, 232.0, , , , , 
B4U62_RS22330, 544.3, , , , , 
B4U62_RS22340, 58.7, , , , , 
B4U62_RS22355, 138.7, , , , , 
B4U62_RS22360, 197.0, , , , , 
B4U62_RS22370, 656.0, , , , , 
B4U62_RS22375, 350.0, , , , , 
B4U62_RS22380, 592.7, , , , , 400:1:0.00862069
B4U62_RS22390, 356.0, , , , , 
B4U62_RS22395, 181.7, , , , , 
B4U62_RS22400, 537.3, 800:3:0.218391, , , , 
B4U62_RS22405, 165.7, , , , , 
B4U62_RS22410, 1260.7, , 400:3:0.0566038, , , 
B4U62_RS22415, 874.0, , , , , 
B4U62_RS22420, 43.3, , , , , 
B4U62_RS22425, 1377.0, 400:3:0.0923077;500:3:0.145161;400:3:0.0615385, 400:3:0.0769231, 400:3:0.0652174, , 
B4U62_RS22430, 277.0, , , , , 
B4U62_RS22445, 240.3, , , , , 
B4U62_RS22475, 208.0, , , , , 
B4U62_RS22480, 2813.7, , , , , 
B4U62_RS22485, 257.0, , , , , 400:1:0.00892857;400:1:0.00934579
B4U62_RS22490, 54.0, , , , , 
B4U62_RS22495, 106.3, , , , , 
B4U62_RS22500, 165.0, , , , , 
B4U62_RS22505, 416.7, , , , , 
B4U62_RS22515, 196.0, , , , , 
B4U62_RS22535, 334.7, , , , , 
B4U62_RS22540, 86.7, , , , , 
B4U62_RS22545, 1263.7, , , , , 400:1:0.00775194
B4U62_RS22550, 1338.0, , , , , 400:1:0
B4U62_RS22555, 689.3, , , , , 
B4U62_RS22560, 214.3, , , , , 
B4U62_RS22570, 176.3, , , , , 
B4U62_RS22600, 191.3, , , , , 
B4U62_RS22630, 808.0, , , , , 
B4U62_RS22635, 1156.0, , , , , 
B4U62_RS22640, 172.0, , , , , 
B4U62_RS22685, 260.3, , , , , 
B4U62_RS22700, 589.7, , , , , 
B4U62_RS22710, 157.3, , , , , 
B4U62_RS22715, 74.0, , , , , 
B4U62_RS22720, 204.3, , , , , 
B4U62_RS22725, 222.3, , , , , 
B4U62_RS22730, 194.0, , , , , 
B4U62_RS22735, 202.0, , , , , 
B4U62_RS22740, 183.0, , , , , 
B4U62_RS22745, 136.3, , , , , 
B4U62_RS22750, 192.7, , , , , 
B4U62_RS22755, 219.0, , , , , 
B4U62_RS22760, 189.3, , , , , 
B4U62_RS22765, 237.7, , , , , 
B4U62_RS22770, 110.0, , , , , 
B4U62_RS22775, 230.7, , , , , 
B4U62_RS22780, 164.3, , , , , 
B4U62_RS22785, 164.0, , , , , 
B4U62_RS22795, 124.3, , , , , 
B4U62_RS22800, 226.7, , , , , 
B4U62_RS22805, 106.3, , , , , 
B4U62_RS22810, 181.7, , , , , 
B4U62_RS22815, 235.0, , , , , 
B4U62_RS22820, 196.3, , , , , 
B4U62_RS22825, 208.3, , , , , 
B4U62_RS22830, 225.3, , , , , 
B4U62_RS22835, 198.3, , , , , 
B4U62_RS22840, 206.3, , , , , 
B4U62_RS22845, 218.7, , , , , 
B4U62_RS22850, 162.0, , , , , 
B4U62_RS22855, 219.3, , , , , 
B4U62_RS22860, 104.3, , , , , 
B4U62_RS22865, 194.7, , , , , 
B4U62_RS22870, 129.7, , , , , 
B4U62_RS22875, 189.0, , , , , 
B4U62_RS22880, 180.7, , , , , 
B4U62_RS22885, 212.0, , , , , 
B4U62_RS22890, 224.7, , , , , 
B4U62_RS22895, 180.0, , , , , 
B4U62_RS22900, 235.0, , , , , 
B4U62_RS22905, 98.0, , , , , 
B4U62_RS22910, 128.3, , , , , 
B4U62_RS22915, 188.3, , , , , 
B4U62_RS22920, 172.0, , , , , 
B4U62_RS22925, 217.0, , , , , 
B4U62_RS22930, 90.0, , , , , 
B4U62_RS22935, 199.7, , , , , 
B4U62_RS22940, 211.3, , , , , 
B4U62_RS22945, 267.7, , , , , 
B4U62_RS22950, 146.0, , , , , 
B4U62_RS22955, 269.7, , , , , 
B4U62_RS22960, 204.3, , , , , 
B4U62_RS22965, 217.7, , , , , 
B4U62_RS22970, 229.7, , , , , 
B4U62_RS22975, 197.3, , , , , 
B4U62_RS22980, 212.0, , , , , 
B4U62_RS22985, 122.7, , , , , 
riboswitch_0, 201.0, , , , , 
riboswitch_1, 203.0, , , , , 
riboswitch_10, 139.0, , , , , 
riboswitch_11, 146.0, , , , , 
riboswitch_12, 114.0, , , , , 
riboswitch_13, 207.0, , , , , 
riboswitch_14, 193.0, , , , , 
riboswitch_15, 201.0, , , , , 
riboswitch_16, 236.0, , , , , 
riboswitch_17, 246.0, , , , , 
riboswitch_18, 203.0, , , , , 
riboswitch_19, 240.0, , , , , 
riboswitch_2, 181.0, , , , , 
riboswitch_20, 203.0, , , , , 
riboswitch_21, 208.0, , , , , 
riboswitch_22, 241.0, , , , , 
riboswitch_23, 172.0, , , , , 
riboswitch_24, 175.0, , , , , 
riboswitch_25, 203.0, , , , , 
riboswitch_3, 177.0, , , , , 
riboswitch_4, 219.0, , , , , 
riboswitch_5, 170.0, , , , , 
riboswitch_6, 188.0, , , , , 
riboswitch_7, 257.0, , , , , 
riboswitch_8, 214.0, , , , , 
riboswitch_9, 240.0, , , , , 
