LocusTag	protein_id	Gene	Type	Size	GC	Sequence	Fold_1	Fold_2	Fold_2_S	Fold_2_V	Fold_3	Fold_4	N	S	Spore_associated
B4U62_21220	AQZ92824.1	nan	CDS	750	0.4747	Genome	455	175	162	13	7	113	574.0	176.0	False
B4U62_21225	AQZ92825.1	nan	CDS	675	0.4593	Genome	411	128	118	10	9	127	499.33	175.67	False
B4U62_21230	AQZ92826.1	nan	CDS	795	0.439	Genome	493	190	173	17	5	107	621.33	173.67	False
B4U62_21235	AQZ92827.1	nan	CDS	498	0.4859	Genome	304	114	104	10	2	78	380.67	117.33	False
B4U62_21240	AQZ92828.1	nan	CDS	1326	0.4774	Genome	817	295	264	31	9	205	1016.67	309.33	False
B4U62_21245	AQZ92829.1	nan	CDS	228	0.3728	Genome	132	64	55	9	5	27	176.33	51.67	False
B4U62_21250	AQZ92830.1	nan	CDS	987	0.4397	Genome	618	217	194	23	19	133	769.0	218.0	False
B4U62_21255	AQZ92831.1	nan	CDS	813	0.449	Genome	494	189	172	17	8	122	622.67	190.33	False
B4U62_21260	AQZ92832.1	nan	CDS	558	0.4283	Genome	334	118	105	13	12	94	416.67	141.33	False
B4U62_21265	AQZ92833.1	nan	CDS	435	0.4713	Genome	266	99	82	17	2	68	332.67	102.33	False
B4U62_21270	AQZ92834.1	nan	CDS	366	0.4863	Genome	230	83	74	9	4	49	286.67	79.33	False
B4U62_21275	AQZ92835.1	nan	CDS	354	0.4718	Genome	237	76	76	0	5	36	289.33	64.67	False
B4U62_21280	AQZ92836.1	nan	CDS	399	0.4211	Genome	238	102	91	11	3	56	307.0	92.0	False
B4U62_21285	AQZ92837.1	nan	CDS	966	0.4317	Genome	644	169	167	2	21	132	763.67	202.33	False
B4U62_21290	AQZ92838.1	nan	CDS	348	0.4368	Genome	217	83	76	7	3	45	273.33	74.67	False
B4U62_21295	AQZ92839.1	nan	CDS	1869	0.4409	Genome	1127	405	361	44	21	316	1404.0	465.0	False
B4U62_21300	AQZ92840.1	nan	CDS	774	0.4806	Genome	476	164	149	15	6	128	587.33	186.67	False
B4U62_21305	AQZ92841.1	nan	CDS	978	0.4611	Genome	608	218	207	11	2	150	754.0	224.0	False
B4U62_21310	AQZ92842.1	nan	CDS	690	0.4739	Genome	417	169	154	15	2	102	530.33	159.67	False
B4U62_21315	AQZ92843.1	nan	CDS	873	0.5361	Genome	520	196	168	28	3	154	651.67	221.33	False
B4U62_21320	AQZ92844.1	nan	CDS	837	0.4265	Genome	523	194	183	11	8	112	655.0	182.0	False
B4U62_21325	AQZ92845.1	nan	CDS	870	0.4379	Genome	539	200	183	17	9	122	675.33	194.67	False
B4U62_21330	AQZ92846.1	nan	CDS	1035	0.4531	Genome	614	267	237	30	4	150	793.33	241.67	False
B4U62_21335	AQZ92847.1	nan	CDS	1317	0.4913	Genome	794	260	229	31	11	252	971.0	346.0	False
B4U62_21340	AQZ92848.1	nan	CDS	894	0.4832	Genome	543	214	190	24	3	134	686.67	207.33	False
B4U62_21345	AQZ92849.1	nan	CDS	1914	0.4864	Genome	1173	419	368	51	9	313	1455.33	458.67	False
B4U62_21350	AQZ92850.1	nan	CDS	978	0.4775	Genome	588	220	190	30	5	165	736.33	241.67	False
B4U62_21355	AQZ92851.1	nan	CDS	816	0.4547	Genome	508	186	170	16	7	115	634.33	181.67	False
B4U62_21360	AQZ92852.1	nan	CDS	1464	0.4768	Genome	896	319	284	35	11	238	1112.33	351.67	False
B4U62_21365	AQZ92853.1	nan	CDS	756	0.4193	Genome	482	151	145	6	23	100	590.33	165.67	False
B4U62_21370	AQZ92854.1	nan	CDS	933	0.4255	Genome	596	192	188	4	23	122	731.67	201.33	False
B4U62_21375	AQZ92855.1	nan	CDS	651	0.4316	Genome	432	95	91	4	14	110	500.0	151.0	False
B4U62_21380	AQZ92856.1	nan	CDS	309	0.3883	Genome	199	70	69	1	8	32	248.33	60.67	False
B4U62_21385	AQZ92857.1	nan	CDS	1386	0.5036	Genome	912	184	177	7	40	250	1048.0	338.0	False
B4U62_21390	AQZ92858.1	nan	CDS	1881	0.4423	Genome	1151	455	415	40	11	264	1458.0	423.0	False
B4U62_21395	AQZ92859.1	nan	CDS	252	0.4167	Genome	157	50	46	4	3	42	191.33	60.67	False
B4U62_21400	AQZ92860.1	nan	CDS	822	0.5073	Genome	547	119	116	3	24	132	634.33	187.67	False
B4U62_21405	AQZ92861.1	nan	CDS	1143	0.4593	Genome	714	257	241	16	5	167	887.0	256.0	False
B4U62_21410	AQZ92862.1	nan	CDS	1338	0.4821	Genome	885	232	226	6	33	188	1050.67	287.33	False
B4U62_21415	AQZ92863.1	nan	CDS	480	0.3896	Genome	285	129	120	9	10	56	374.33	105.67	False
B4U62_21420	AQZ92864.1	nan	CDS	993	0.4119	Genome	622	214	195	19	19	138	771.0	222.0	False
B4U62_21425	AQZ92865.1	nan	CDS	735	0.4082	Genome	472	165	157	8	17	81	587.67	147.33	False
B4U62_21430	AQZ92866.1	nan	CDS	270	0.3444	Genome	177	57	56	1	12	24	219.0	51.0	False
B4U62_21435	AQZ92867.1	nan	CDS	483	0.352	Genome	314	102	99	3	15	52	387.0	96.0	False
B4U62_21440	AQZ92868.1	nan	CDS	2244	0.4037	Genome	1445	475	455	20	54	270	1779.67	464.33	False
B4U62_21445	AQZ92869.1	nan	CDS	1200	0.3725	Genome	780	202	196	6	52	166	932.0	268.0	False
B4U62_21450	AQZ92870.1	nan	CDS	1233	0.4842	Genome	734	273	226	47	4	222	917.33	315.67	False
B4U62_21455	AQZ92871.1	nan	CDS	426	0.4695	Genome	258	81	74	7	0	87	312.0	114.0	False
B4U62_21460	AQZ92872.1	nan	CDS	456	0.3882	Genome	300	68	67	1	21	67	352.33	103.67	False
B4U62_21465	AQZ92873.1	nan	CDS	1209	0.4318	Genome	737	254	224	30	14	204	911.0	298.0	False
B4U62_21470	AQZ92874.1	nan	CDS	1014	0.4714	Genome	628	225	197	28	10	151	781.33	232.67	False
B4U62_21475	AQZ92875.1	nan	CDS	576	0.4306	Genome	350	141	124	17	6	79	446.0	130.0	False
B4U62_21480	AQZ92876.1	nan	CDS	1071	0.5294	Genome	709	167	152	15	19	176	826.67	244.33	False
B4U62_21485	AQZ92877.1	nan	CDS	432	0.412	Genome	266	101	92	9	6	59	335.33	96.67	False
B4U62_21490	AQZ92878.1	nan	CDS	405	0.4296	Genome	250	76	73	3	18	61	306.67	98.33	False
B4U62_21495	AQZ92879.1	nan	CDS	693	0.4906	Genome	453	89	88	1	25	126	520.67	172.33	False
B4U62_21500	AQZ92880.1	nan	CDS	1032	0.4196	Genome	632	263	245	18	7	130	809.67	222.33	False
B4U62_21505	AQZ92881.1	nan	CDS	1149	0.5257	Genome	680	256	207	49	11	202	854.33	294.67	False
B4U62_21510	AQZ92882.1	nan	CDS	732	0.4098	Genome	470	143	133	10	24	95	573.33	158.67	False
B4U62_21515	AQZ92883.1	nan	CDS	1542	0.4864	Genome	1005	268	253	15	53	216	1201.33	340.67	False
B4U62_21520	AQZ92884.1	nan	CDS	1347	0.4692	Genome	866	182	180	2	56	243	1006.0	341.0	False
B4U62_21525	AQZ92885.1	nan	CDS	1407	0.4762	Genome	911	256	246	10	35	205	1093.33	313.67	False
B4U62_21530	AQZ92886.1	nan	CDS	564	0.4309	Genome	376	92	92	0	12	84	441.33	122.67	False
B4U62_21535	AQZ92887.1	nan	CDS	1530	0.4791	Genome	1006	246	243	3	31	247	1180.33	349.67	False
B4U62_21540	AQZ92888.1	nan	CDS	1440	0.4528	Genome	871	344	303	41	13	212	1104.67	335.33	False
B4U62_21545	AQZ92889.1	nan	CDS	231	0.4545	Genome	141	52	46	6	2	36	176.33	54.67	False
B4U62_21550	AQZ92890.1	nan	CDS	279	0.5233	Genome	177	52	46	6	3	47	212.67	66.33	False
B4U62_21555	AQZ92891.1	nan	CDS	711	0.4388	Genome	451	156	150	6	19	85	561.33	149.67	False
B4U62_21560	AQZ92892.1	nan	CDS	159	0.3333	Genome	107	26	26	0	11	15	128.0	31.0	False
B4U62_21565	AQZ92893.1	nan	CDS	723	0.296	Genome	431	180	167	13	30	82	561.0	162.0	False
B4U62_21570	AQZ92894.1	nan	CDS	630	0.2984	Genome	369	183	171	12	23	55	498.67	131.33	False
B4U62_21575	AQZ92895.1	nan	CDS	759	0.2688	Genome	470	179	168	11	33	77	600.33	158.67	False
B4U62_21580	AQZ92896.1	nan	CDS	960	0.3042	Genome	599	239	227	12	27	95	767.33	192.67	False
B4U62_21585	AQZ92897.1	nan	CDS	150	0.3	Genome	97	37	36	1	4	12	123.0	27.0	False
B4U62_21590	AQZ92898.1	nan	CDS	2016	0.4449	Genome	1290	427	408	19	53	246	1592.33	423.67	False
B4U62_21595	AQZ92899.1	nan	CDS	1761	0.2641	Genome	1071	516	490	26	59	115	1434.67	326.33	False
B4U62_21600	AQZ92900.1	nan	CDS	399	0.2581	Genome	240	113	110	3	16	30	320.67	78.33	False
B4U62_21605	AQZ92901.1	nan	CDS	1446	0.2877	Genome	900	394	371	23	46	106	1178.0	268.0	False
B4U62_21610	AQZ92902.1	nan	CDS	480	0.4521	Genome	287	113	102	11	8	72	365.0	115.0	False
B4U62_21615	AQZ92903.1	nan	CDS	171	0.4327	Genome	110	36	34	2	4	21	135.33	35.67	False
B4U62_21620	AQZ92904.1	nan	CDS	414	0.413	Genome	270	82	79	3	9	53	327.67	86.33	False
B4U62_21625	AQZ92905.1	nan	CDS	1227	0.5346	Genome	724	269	221	48	7	227	905.67	321.33	False
B4U62_21630	AQZ92906.1	nan	CDS	171	0.3977	Genome	95	49	43	6	4	23	129.0	42.0	False
B4U62_21635	AQZ92907.1	nan	CDS	249	0.3936	Genome	153	49	45	4	9	38	188.67	60.33	False
B4U62_21640	AQZ92908.1	nan	CDS	1164	0.4742	Genome	708	272	232	40	4	180	890.67	273.33	False
B4U62_21645	AQZ92909.1	nan	CDS	738	0.4973	Genome	443	155	130	25	4	136	547.67	190.33	False
B4U62_21650	AQZ92910.1	nan	CDS	471	0.4735	Genome	299	96	87	9	5	71	364.67	106.33	False
B4U62_21655	AQZ92911.1	nan	CDS	1098	0.418	Genome	699	257	247	10	21	121	877.33	220.67	False
B4U62_21660	AQZ92912.1	nan	CDS	117	0.4359	Genome	78	19	18	1	4	16	92.0	25.0	False
B4U62_21665	AQZ92913.1	nan	CDS	891	0.4983	Genome	521	219	189	30	4	147	668.33	222.67	False
B4U62_21670	AQZ92914.1	nan	CDS	1404	0.4772	Genome	849	281	248	33	18	256	1042.33	361.67	False
B4U62_21675	AQZ92915.1	nan	CDS	1206	0.4909	Genome	738	273	243	30	8	187	922.67	283.33	False
B4U62_21680	AQZ92916.1	nan	CDS	1386	0.4704	Genome	895	269	254	15	38	184	1087.0	299.0	False
B4U62_21685	AQZ92917.1	nan	CDS	189	0.4762	Genome	113	45	39	6	3	28	144.0	45.0	False
B4U62_21690	nan	nan	CDS	112	0.4018	Genome	68	30	29	1	0	13	88.0	23.0	False
B4U62_21695	AQZ92918.1	nan	CDS	1203	0.4821	Genome	708	293	254	39	10	192	906.67	296.33	False
B4U62_21700	AQZ92919.1	nan	CDS	795	0.4843	Genome	488	182	156	26	4	121	610.67	184.33	False
B4U62_21705	AQZ92920.1	nan	CDS	843	0.3974	Genome	522	205	194	11	8	108	661.33	181.67	False
B4U62_21710	AQZ93151.1	nan	CDS	1368	0.4196	Genome	834	321	291	30	9	204	1051.0	317.0	False
B4U62_21715	AQZ92921.1	nan	CDS	1836	0.4357	Genome	1111	457	420	37	16	252	1421.0	415.0	False
B4U62_21720	AQZ93152.1	nan	CDS	708	0.4506	Genome	440	166	153	13	5	97	552.33	155.67	False
B4U62_21725	nan	nan	tRNA	73	0.589	Genome	nan	nan	nan	nan	nan	nan	nan	nan	False
B4U62_21730	nan	nan	tRNA	77	0.6364	Genome	nan	nan	nan	nan	nan	nan	nan	nan	False
B4U62_21735	nan	nan	tRNA	72	0.6111	Genome	nan	nan	nan	nan	nan	nan	nan	nan	False
B4U62_21740	nan	nan	tRNA	76	0.4868	Genome	nan	nan	nan	nan	nan	nan	nan	nan	False
B4U62_21745	AQZ92922.1	nan	CDS	1293	0.4718	Genome	786	313	278	35	8	186	997.33	295.67	False
B4U62_21750	AQZ92923.1	nan	CDS	420	0.4833	Genome	253	102	89	13	4	61	322.33	97.67	False
B4U62_21755	AQZ92924.1	nan	CDS	1365	0.4835	Genome	846	308	288	20	8	203	1054.0	311.0	False
B4U62_21760	AQZ92925.1	nan	CDS	201	0.403	Genome	134	37	37	0	5	25	160.33	40.67	False
B4U62_21765	AQZ92926.1	nan	CDS	204	0.4069	Genome	132	33	32	1	7	32	156.33	47.67	False
B4U62_21770	AQZ92927.1	nan	CDS	141	0.4397	Genome	91	28	27	1	3	19	110.67	30.33	False
B4U62_21775	AQZ92928.1	nan	CDS	1209	0.4971	Genome	781	169	162	7	38	221	906.33	302.67	False
B4U62_21780	AQZ92929.1	nan	CDS	2058	0.4922	Genome	1348	304	295	9	35	371	1562.33	495.67	False
B4U62_21785	AQZ92930.1	nan	CDS	450	0.4222	Genome	284	109	96	13	7	50	359.0	91.0	False
B4U62_21790	AQZ92931.1	nan	CDS	1980	0.448	Genome	1208	438	401	37	20	314	1506.67	473.33	False
B4U62_21795	AQZ92932.1	nan	CDS	930	0.4054	Genome	561	210	195	15	17	142	706.67	223.33	False
B4U62_21800	AQZ92933.1	nan	CDS	150	0.34	Genome	91	34	29	5	3	22	114.67	35.33	False
B4U62_21805	AQZ92934.1	nan	CDS	483	0.4327	Genome	306	106	97	9	7	64	379.0	104.0	True
B4U62_21810	AQZ92935.1	nan	CDS	378	0.4524	Genome	231	97	87	10	4	46	297.0	81.0	False
B4U62_21815	AQZ92936.1	nan	CDS	930	0.429	Genome	608	163	163	0	22	137	724.0	206.0	False
B4U62_21820	AQZ92937.1	nan	CDS	447	0.472	Genome	284	104	95	9	1	58	353.67	93.33	False
B4U62_21825	AQZ92938.1	nan	CDS	321	0.3988	Genome	196	76	68	8	4	45	248.0	73.0	False
B4U62_21830	AQZ92939.1	nan	CDS	1308	0.4625	Genome	846	197	187	10	39	226	990.33	317.67	False
B4U62_21835	AQZ92940.1	nan	CDS	240	0.4417	Genome	151	64	59	5	5	20	195.33	44.67	False
B4U62_21840	AQZ92941.1	nan	CDS	186	0.4516	Genome	116	39	35	4	1	30	142.33	43.67	False
B4U62_21845	nan	nan	CDS	192	0.4219	Genome	119	41	37	4	3	29	147.33	44.67	False
B4U62_21850	AQZ92942.1	nan	CDS	438	0.3493	Genome	289	89	88	1	7	53	350.67	87.33	False
B4U62_21855	AQZ92943.1	nan	CDS	756	0.2804	Genome	484	156	155	1	34	82	599.33	156.67	False
B4U62_21860	AQZ92944.1	nan	CDS	711	0.2602	Genome	450	162	156	6	27	72	567.0	144.0	False
B4U62_21865	AQZ92945.1	nan	CDS	756	0.2685	Genome	475	170	164	6	35	76	600.0	156.0	False
B4U62_21870	AQZ92946.1	nan	CDS	657	0.2938	Genome	419	137	134	3	27	74	519.33	137.67	False
B4U62_21875	AQZ92947.1	nan	CDS	789	0.4373	Genome	477	197	170	27	11	104	612.0	177.0	False
B4U62_21880	AQZ92948.1	nan	CDS	390	0.4103	Genome	242	92	88	4	2	54	304.0	86.0	False
B4U62_21885	AQZ92949.1	nan	CDS	840	0.4869	Genome	528	177	163	14	12	123	650.0	190.0	False
B4U62_21890	AQZ92950.1	nan	CDS	1215	0.4584	Genome	730	249	211	38	13	223	900.33	314.67	False
B4U62_21895	AQZ92951.1	nan	CDS	879	0.4676	Genome	563	168	159	9	23	125	682.67	196.33	False
B4U62_21900	AQZ92952.1	nan	CDS	444	0.4595	Genome	286	82	79	3	11	65	344.33	99.67	False
B4U62_21905	AQZ92953.1	nan	CDS	480	0.4229	Genome	318	75	73	2	15	72	373.0	107.0	False
B4U62_21910	AQZ92954.1	nan	CDS	663	0.4118	Genome	406	164	152	12	11	82	519.0	144.0	False
B4U62_21915	AQZ92955.1	nan	CDS	453	0.3996	Genome	282	105	95	10	9	57	355.0	98.0	False
B4U62_21920	AQZ92956.1	nan	CDS	447	0.4251	Genome	286	93	88	5	15	53	353.0	94.0	False
B4U62_21925	AQZ92957.1	nan	CDS	606	0.3812	Genome	376	110	103	7	29	91	459.0	147.0	False
B4U62_21930	AQZ92958.1	nan	CDS	522	0.341	Genome	325	135	131	4	8	54	417.67	104.33	False
B4U62_21935	AQZ92959.1	nan	CDS	357	0.3669	Genome	229	83	79	4	10	35	287.67	69.33	False
B4U62_21940	AQZ92960.1	nan	CDS	567	0.3069	Genome	364	130	123	7	18	55	456.67	110.33	False
B4U62_21945	nan	nan	CDS	163	0.3926	Genome	101	35	31	4	3	23	125.33	36.67	False
B4U62_21950	AQZ92961.1	nan	CDS	1377	0.3994	Genome	820	317	279	38	30	210	1041.33	335.67	False
B4U62_21955	AQZ92962.1	nan	CDS	240	0.4292	Genome	157	49	46	3	4	30	191.0	49.0	False
B4U62_21960	AQZ92963.1	nan	CDS	417	0.3333	Genome	264	98	94	4	13	42	333.67	83.33	False
B4U62_21965	AQZ92964.1	nan	CDS	918	0.3638	Genome	595	133	130	3	38	152	696.33	221.67	False
B4U62_21970	AQZ92965.1	nan	CDS	2070	0.4734	Genome	1351	402	387	15	42	275	1633.0	437.0	False
B4U62_21975	AQZ92966.1	nan	CDS	900	0.4078	Genome	549	188	172	16	15	148	679.33	220.67	False
B4U62_21980	AQZ92967.1	nan	CDS	1356	0.4521	Genome	881	211	203	8	38	226	1034.33	321.67	False
B4U62_21985	AQZ92968.1	nan	CDS	555	0.4595	Genome	339	133	120	13	5	78	429.33	125.67	False
B4U62_21990	AQZ92969.1	nan	CDS	381	0.4199	Genome	230	96	87	9	1	54	294.33	86.67	False
B4U62_21995	AQZ92970.1	nan	CDS	936	0.4338	Genome	562	230	209	21	9	135	718.33	217.67	False
B4U62_22000	AQZ92971.1	nan	CDS	759	0.4282	Genome	461	193	174	19	8	97	592.33	166.67	False
B4U62_22005	AQZ92972.1	nan	CDS	240	0.4458	Genome	156	52	46	6	2	30	191.33	48.67	False
B4U62_22010	AQZ92973.1	nan	CDS	519	0.4682	Genome	308	149	123	26	2	60	408.0	111.0	False
B4U62_22015	AQZ92974.1	nan	CDS	288	0.4201	Genome	176	80	78	2	1	31	229.67	58.33	False
B4U62_22020	AQZ92975.1	nan	CDS	1101	0.4569	Genome	674	271	247	24	5	151	856.33	244.67	False
B4U62_22025	AQZ92976.1	nan	CDS	2004	0.4596	Genome	1216	483	424	59	13	292	1542.33	461.67	False
B4U62_22030	AQZ92977.1	nan	CDS	207	0.3961	Genome	124	57	49	8	3	23	163.0	44.0	False
B4U62_22035	AQZ93153.1	nan	CDS	1017	0.4356	Genome	626	187	167	20	18	186	756.67	260.33	False
B4U62_22040	AQZ92978.1	nan	CDS	618	0.4401	Genome	400	109	102	7	11	98	476.33	141.67	True
B4U62_22045	AQZ92979.1	nan	CDS	849	0.4075	Genome	516	226	210	16	16	91	672.0	177.0	True
B4U62_22050	AQZ92980.1	nan	CDS	762	0.4278	Genome	471	177	162	15	12	102	593.0	169.0	True
B4U62_22055	AQZ92981.1	nan	CDS	441	0.3651	Genome	286	77	75	2	23	55	345.0	96.0	False
B4U62_22060	AQZ92982.1	nan	CDS	852	0.4519	Genome	527	195	182	13	11	119	660.67	191.33	False
B4U62_22065	AQZ92983.1	nan	CDS	720	0.4069	Genome	443	163	152	11	11	103	555.33	164.67	False
B4U62_22070	AQZ92984.1	nan	CDS	1887	0.4616	Genome	1146	459	410	49	9	273	1455.0	432.0	False
B4U62_22075	AQZ92985.1	nan	CDS	1380	0.458	Genome	831	349	318	31	12	188	1067.67	312.33	False
B4U62_22080	AQZ92986.1	nan	CDS	627	0.4195	Genome	385	159	144	15	4	79	492.33	134.67	False
B4U62_22085	AQZ92987.1	nan	CDS	786	0.4071	Genome	483	179	164	15	13	111	606.67	179.33	False
B4U62_22090	AQZ92988.1	nan	CDS	351	0.3932	Genome	213	93	87	6	4	41	276.33	74.67	False
B4U62_22095	AQZ92989.1	nan	CDS	135	0.437	Genome	82	32	25	7	3	18	104.33	30.67	False
B4U62_22100	AQZ93248.1	nan	CDS	759	0.3175	plasmid_pBS32	481	194	182	12	23	61	618.0	141.0	False
B4U62_22105	nan	nan	CDS	287	0.3624	plasmid_pBS32	175	71	64	7	4	35	223.67	61.33	False
B4U62_22110	AQZ93154.1	nan	CDS	624	0.3478	plasmid_pBS32	383	151	140	11	17	73	489.33	134.67	False
B4U62_22115	AQZ93155.1	nan	CDS	417	0.3213	plasmid_pBS32	254	121	112	9	11	31	338.33	78.67	False
B4U62_22120	AQZ93156.1	nan	CDS	1620	0.3728	plasmid_pBS32	1002	408	377	31	27	183	1283.0	337.0	False
B4U62_22125	AQZ93157.1	nan	CDS	978	0.365	plasmid_pBS32	605	267	248	19	13	93	787.33	190.67	False
B4U62_22130	AQZ93158.1	nan	CDS	1359	0.3694	plasmid_pBS32	848	318	299	19	14	179	1064.67	294.33	False
B4U62_22135	AQZ93159.1	nan	CDS	297	0.3401	plasmid_pBS32	181	78	73	5	7	31	235.33	61.67	False
B4U62_22140	AQZ93160.1	nan	CDS	270	0.3222	plasmid_pBS32	167	68	63	5	10	25	215.67	54.33	False
B4U62_22145	AQZ93161.1	nan	CDS	207	0.3382	plasmid_pBS32	124	59	54	5	5	19	165.0	42.0	False
B4U62_22150	AQZ93162.1	nan	CDS	480	0.3354	plasmid_pBS32	306	117	112	5	9	48	387.0	93.0	False
B4U62_22155	AQZ93163.1	nan	CDS	1668	0.4083	plasmid_pBS32	1030	380	340	40	27	231	1292.33	375.67	False
B4U62_22160	AQZ93164.1	nan	CDS	393	0.3715	plasmid_pBS32	236	95	90	5	8	54	302.0	91.0	False
B4U62_22165	AQZ93165.1	nan	CDS	2331	0.384	plasmid_pBS32	1428	623	565	58	23	257	1851.0	480.0	False
B4U62_22170	AQZ93166.1	nan	CDS	1665	0.3616	plasmid_pBS32	1032	422	391	31	19	192	1319.67	345.33	False
B4U62_22175	AQZ93167.1	nan	CDS	5085	0.3917	plasmid_pBS32	3132	1160	1064	96	92	701	3936.0	1149.0	False
B4U62_22180	AQZ93168.1	nan	CDS	327	0.3884	plasmid_pBS32	200	82	76	6	8	37	257.33	69.67	False
B4U62_22185	AQZ93169.1	nan	CDS	651	0.4101	plasmid_pBS32	410	138	128	10	4	99	503.33	147.67	False
B4U62_22190	AQZ93170.1	nan	CDS	405	0.3284	plasmid_pBS32	247	102	95	7	10	46	318.33	86.67	False
B4U62_22195	AQZ93244.1	nan	CDS	333	0.4174	plasmid_pBS32	202	89	79	10	2	40	262.0	71.0	False
B4U62_22200	AQZ93171.1	nan	CDS	339	0.3658	plasmid_pBS32	207	77	74	3	7	48	260.67	78.33	False
B4U62_22205	AQZ93172.1	nan	CDS	333	0.3453	plasmid_pBS32	205	86	83	3	2	40	263.0	70.0	False
B4U62_22210	AQZ93173.1	nan	CDS	216	0.3472	plasmid_pBS32	133	63	60	3	1	19	175.33	40.67	False
B4U62_22215	AQZ93174.1	nan	CDS	1149	0.3969	plasmid_pBS32	727	267	256	11	12	143	909.0	240.0	False
B4U62_22220	AQZ93175.1	nan	CDS	942	0.3684	plasmid_pBS32	581	249	232	17	17	95	752.67	189.33	False
B4U62_22225	AQZ93176.1	nan	CDS	1380	0.3478	plasmid_pBS32	842	360	333	27	20	158	1088.67	291.33	False
B4U62_22230	AQZ93177.1	nan	CDS	1701	0.3645	plasmid_pBS32	1044	429	406	23	28	200	1339.33	361.67	False
B4U62_22235	nan	nan	tRNA	74	0.4054	plasmid_pBS32	nan	nan	nan	nan	nan	nan	nan	nan	False
B4U62_22240	nan	nan	tRNA	77	0.5325	plasmid_pBS32	nan	nan	nan	nan	nan	nan	nan	nan	False
B4U62_22245	AQZ93178.1	nan	CDS	492	0.3577	plasmid_pBS32	305	119	111	8	17	51	390.0	102.0	False
B4U62_22250	AQZ93245.1	nan	CDS	372	0.3387	plasmid_pBS32	228	103	98	5	6	35	298.67	73.33	False
B4U62_22255	AQZ93179.1	nan	CDS	180	0.2778	plasmid_pBS32	112	50	50	0	2	16	146.0	34.0	False
B4U62_22260	AQZ93180.1	nan	CDS	321	0.324	plasmid_pBS32	204	71	69	2	12	34	255.33	65.67	False
B4U62_22265	AQZ93181.1	nan	CDS	1164	0.3462	plasmid_pBS32	752	270	258	12	17	125	937.67	226.33	False
B4U62_22270	AQZ93182.1	nan	CDS	840	0.2881	plasmid_pBS32	513	233	218	15	24	70	676.33	163.67	False
B4U62_22275	AQZ93183.1	nan	CDS	300	0.3267	plasmid_pBS32	192	70	59	11	12	26	242.67	57.33	False
B4U62_22280	AQZ93184.1	nan	CDS	1362	0.3407	plasmid_pBS32	870	295	282	13	37	160	1079.0	283.0	False
B4U62_22285	AQZ93185.1	nan	CDS	522	0.3563	plasmid_pBS32	342	87	85	2	14	79	404.67	117.33	False
B4U62_22290	AQZ93186.1	nan	CDS	243	0.3086	plasmid_pBS32	143	60	57	3	7	33	185.33	57.67	False
B4U62_22295	AQZ93187.1	nan	CDS	336	0.3304	plasmid_pBS32	211	87	81	6	6	32	271.0	65.0	False
B4U62_22300	AQZ93188.1	nan	CDS	573	0.3316	plasmid_pBS32	343	160	140	20	10	60	453.0	120.0	False
B4U62_22305	AQZ93189.1	nan	CDS	1035	0.3285	plasmid_pBS32	657	250	239	11	22	106	831.0	204.0	False
B4U62_22310	AQZ93190.1	nan	CDS	699	0.3333	plasmid_pBS32	455	152	142	10	23	69	564.0	135.0	False
B4U62_22315	AQZ93191.1	nan	CDS	231	0.3506	plasmid_pBS32	145	55	53	2	3	28	182.67	48.33	False
B4U62_22320	AQZ93192.1	nan	CDS	525	0.3848	plasmid_pBS32	341	102	98	4	12	70	413.0	112.0	False
B4U62_22325	AQZ93193.1	nan	CDS	579	0.3472	plasmid_pBS32	370	121	110	11	13	75	455.0	124.0	False
B4U62_22330	AQZ93194.1	nan	CDS	777	0.3758	plasmid_pBS32	511	122	115	7	14	130	597.0	180.0	False
B4U62_22335	AQZ93195.1	nan	CDS	330	0.3212	plasmid_pBS32	207	82	79	3	10	31	265.0	65.0	False
B4U62_22340	AQZ93196.1	nan	CDS	255	0.3294	plasmid_pBS32	168	49	47	2	6	32	202.67	52.33	False
B4U62_22345	AQZ93197.1	nan	CDS	210	0.3381	plasmid_pBS32	139	43	43	0	6	22	169.67	40.33	False
B4U62_22350	AQZ93246.1	nan	CDS	528	0.3731	plasmid_pBS32	352	85	85	0	9	82	411.67	116.33	False
B4U62_22355	AQZ93198.1	nan	CDS	522	0.3582	plasmid_pBS32	330	104	100	4	12	76	403.33	118.67	False
B4U62_22360	AQZ93199.1	nan	CDS	363	0.3444	plasmid_pBS32	234	72	69	3	12	45	286.0	77.0	False
B4U62_22365	AQZ93200.1	nan	CDS	240	0.3167	plasmid_pBS32	158	51	50	1	10	21	195.33	44.67	False
B4U62_22370	AQZ93201.1	nan	CDS	1035	0.3614	plasmid_pBS32	681	194	188	6	22	138	817.67	217.33	False
B4U62_22375	AQZ93202.1	nan	CDS	2370	0.3671	plasmid_pBS32	1548	455	428	27	55	312	1869.67	500.33	False
B4U62_22380	AQZ93203.1	nan	CDS	1044	0.3515	plasmid_pBS32	686	222	211	11	24	112	842.0	202.0	False
B4U62_22385	AQZ93204.1	nan	CDS	426	0.3521	plasmid_pBS32	272	92	87	5	15	47	338.33	87.67	False
B4U62_22390	AQZ93205.1	nan	CDS	507	0.3215	plasmid_pBS32	318	111	104	7	22	56	399.33	107.67	False
B4U62_22395	AQZ93206.1	nan	CDS	387	0.3902	plasmid_pBS32	252	76	76	0	10	49	306.0	81.0	False
